_unit_id;_created_at;_trust;_country;followup1;how_natural;other1;followup1_gold;how_natural_gold;language;length;mop;other1_gold;rating_list;text;;
1262467794;6/15/2017 13:05:06;0.7624;CAN;8;2;;;;en;14;MOP4;;4, 4, 1, 3, 2, 1, 4, 2, 1, 2, 4, 2, 4, 2;As of November 2013 , Murkudis is now longer with Closed due to creative differences .;;
1262467794;6/15/2017 13:21:05;0.5811;USA;;4;;;;en;14;MOP4;;4, 4, 1, 3, 2, 1, 4, 2, 1, 2, 4, 2, 4, 2;As of November 2013 , Murkudis is now longer with Closed due to creative differences .;;
1262467794;6/15/2017 13:21:05;0.5673;USA;;4;;;;en;14;MOP4;;4, 4, 1, 3, 2, 1, 4, 2, 1, 2, 4, 2, 4, 2;As of November 2013 , Murkudis is now longer with Closed due to creative differences .;;
1262467794;6/15/2017 13:28:09;0.5111;CAN;;4;;;;en;14;MOP4;;4, 4, 1, 3, 2, 1, 4, 2, 1, 2, 4, 2, 4, 2;As of November 2013 , Murkudis is now longer with Closed due to creative differences .;;
1262467794;6/15/2017 13:54:51;0.7525;USA;5;2;;;;en;14;MOP4;;4, 4, 1, 3, 2, 1, 4, 2, 1, 2, 4, 2, 4, 2;As of November 2013 , Murkudis is now longer with Closed due to creative differences .;;
1262467794;6/15/2017 13:55:26;0.7112;CAN;;4;;;;en;14;MOP4;;4, 4, 1, 3, 2, 1, 4, 2, 1, 2, 4, 2, 4, 2;As of November 2013 , Murkudis is now longer with Closed due to creative differences .;;
1262467794;6/15/2017 14:04:54;0.3135;GBR;5;2;;;;en;14;MOP4;;4, 4, 1, 3, 2, 1, 4, 2, 1, 2, 4, 2, 4, 2;As of November 2013 , Murkudis is now longer with Closed due to creative differences .;;
1262467794;6/15/2017 14:06:35;0.7032;CAN;;4;;;;en;14;MOP4;;4, 4, 1, 3, 2, 1, 4, 2, 1, 2, 4, 2, 4, 2;As of November 2013 , Murkudis is now longer with Closed due to creative differences .;;
1262467800;6/15/2017 21:36:51;0.8143;USA;;4;;;;en;10;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;Born in Jiangxi , he started learning guqin in his childhood .;;
1262467800;6/16/2017 01:56:02;0.6861;CAN;;4;;;;en;10;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;Born in Jiangxi , he started learning guqin in his childhood .;;
1262467800;6/16/2017 03:17:09;0.7951;CAN;;4;;;;en;10;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;Born in Jiangxi , he started learning guqin in his childhood .;;
1262467800;6/16/2017 06:28:07;0.733;GBR;9;3;;;;en;10;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;Born in Jiangxi , he started learning guqin in his childhood .;;
1262467800;6/16/2017 06:48:32;0.7679;CAN;;4;;;;en;10;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;Born in Jiangxi , he started learning guqin in his childhood .;;
1262467800;6/16/2017 07:55:14;0.7114;CAN;;4;;;;en;10;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;Born in Jiangxi , he started learning guqin in his childhood .;;
1262467800;6/16/2017 10:17:57;0.4667;CAN;;4;;;;en;10;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;Born in Jiangxi , he started learning guqin in his childhood .;;
1262467800;6/16/2017 14:16:36;0.7367;CAN;6;3;;;;en;10;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;Born in Jiangxi , he started learning guqin in his childhood .;;
1262467800;6/16/2017 16:56:28;0.795;GBR;6;3;;;;en;10;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;Born in Jiangxi , he started learning guqin in his childhood .;;
1262467800;6/16/2017 20:49:56;0.6926;USA;;4;;;;en;10;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;Born in Jiangxi , he started learning guqin in his childhood .;;
1262467800;6/16/2017 21:10:23;0.7137;IRL;;4;;;;en;10;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;Born in Jiangxi , he started learning guqin in his childhood .;;
1262467800;6/16/2017 21:44:52;0.4465;GBR;;4;;;;en;10;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;Born in Jiangxi , he started learning guqin in his childhood .;;
1262467800;6/16/2017 22:53:03;0.7503;USA;6;2;;;;en;10;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;Born in Jiangxi , he started learning guqin in his childhood .;;
1262467800;6/16/2017 23:11:43;0.7982;CAN;;4;;;;en;10;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;Born in Jiangxi , he started learning guqin in his childhood .;;
1262467800;6/16/2017 23:18:02;0.7772;USA;;4;;;;en;10;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;Born in Jiangxi , he started learning guqin in his childhood .;;
1262467800;6/16/2017 23:22:13;0.6589;IRL;5;3;;;;en;10;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;Born in Jiangxi , he started learning guqin in his childhood .;;
1262467800;6/17/2017 00:03:22;0.7399;CAN;;4;;;;en;10;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;Born in Jiangxi , he started learning guqin in his childhood .;;
1262467800;6/17/2017 00:56:44;0.7367;USA;7;3;;;;en;10;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;Born in Jiangxi , he started learning guqin in his childhood .;;
1262467801;6/18/2017 18:45:45;0.5566;USA;;4;;;;en;12;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;Born in New York , Pajak attended public schools in Buffalo , New York .;;
1262467801;6/18/2017 19:09:36;0.7861;USA;;4;;;;en;12;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;Born in New York , Pajak attended public schools in Buffalo , New York .;;
1262467801;6/18/2017 22:22:52;0.74;CAN;;4;;;;en;12;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;Born in New York , Pajak attended public schools in Buffalo , New York .;;
1262467801;6/19/2017 00:00:23;0.8056;CAN;;4;;;;en;12;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;Born in New York , Pajak attended public schools in Buffalo , New York .;;
1262467801;6/19/2017 07:36:42;0.5838;USA;7;3;;;;en;12;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;Born in New York , Pajak attended public schools in Buffalo , New York .;;
1262467801;6/19/2017 07:45:47;0.751;CAN;8;3;;;;en;12;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;Born in New York , Pajak attended public schools in Buffalo , New York .;;
1262467806;6/15/2017 12:03:01;0.9174;AUS;5;3;;;;en;18;MOP4;;4, 4, 4, 4, 3, 3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 1;By the early 770s , it appears that Offa was attempting to rule Kent directly , and a rebellion followed .;;
1262467806;6/15/2017 12:13:33;0.7784;USA;8;3;;;;en;18;MOP4;;4, 4, 4, 4, 3, 3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 1;By the early 770s , it appears that Offa was attempting to rule Kent directly , and a rebellion followed .;;
1262467806;6/15/2017 12:37:48;0.5262;USA;;4;;;;en;18;MOP4;;4, 4, 4, 4, 3, 3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 1;By the early 770s , it appears that Offa was attempting to rule Kent directly , and a rebellion followed .;;
1262467806;6/15/2017 12:43:48;0.5856;USA;;4;;;;en;18;MOP4;;4, 4, 4, 4, 3, 3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 1;By the early 770s , it appears that Offa was attempting to rule Kent directly , and a rebellion followed .;;
1262467806;6/15/2017 13:37:42;0.7895;USA;;4;;;;en;18;MOP4;;4, 4, 4, 4, 3, 3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 1;By the early 770s , it appears that Offa was attempting to rule Kent directly , and a rebellion followed .;;
1262467806;6/15/2017 13:42:41;0.5673;USA;;4;;;;en;18;MOP4;;4, 4, 4, 4, 3, 3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 1;By the early 770s , it appears that Offa was attempting to rule Kent directly , and a rebellion followed .;;
1262467806;6/15/2017 13:42:47;0.5811;USA;;4;;;;en;18;MOP4;;4, 4, 4, 4, 3, 3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 1;By the early 770s , it appears that Offa was attempting to rule Kent directly , and a rebellion followed .;;
1262467806;6/15/2017 14:42:40;0.7974;CAN;10;2;;;;en;18;MOP4;;4, 4, 4, 4, 3, 3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 1;By the early 770s , it appears that Offa was attempting to rule Kent directly , and a rebellion followed .;;
1262467806;6/15/2017 14:56:13;0.7779;GBR;;4;;;;en;18;MOP4;;4, 4, 4, 4, 3, 3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 1;By the early 770s , it appears that Offa was attempting to rule Kent directly , and a rebellion followed .;;
1262467806;6/15/2017 15:18:07;0.8207;USA;7;3;;;;en;18;MOP4;;4, 4, 4, 4, 3, 3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 1;By the early 770s , it appears that Offa was attempting to rule Kent directly , and a rebellion followed .;;
1262467806;6/15/2017 16:16:31;0.6098;USA;;4;;;;en;18;MOP4;;4, 4, 4, 4, 3, 3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 1;By the early 770s , it appears that Offa was attempting to rule Kent directly , and a rebellion followed .;;
1262467806;6/15/2017 16:16:31;0.5635;USA;;4;;;;en;18;MOP4;;4, 4, 4, 4, 3, 3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 1;By the early 770s , it appears that Offa was attempting to rule Kent directly , and a rebellion followed .;;
1262467806;6/15/2017 16:42:42;0.7146;USA;;4;;;;en;18;MOP4;;4, 4, 4, 4, 3, 3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 1;By the early 770s , it appears that Offa was attempting to rule Kent directly , and a rebellion followed .;;
1262467806;6/15/2017 17:38:57;0.7375;GBR;8;2;;;;en;18;MOP4;;4, 4, 4, 4, 3, 3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 1;By the early 770s , it appears that Offa was attempting to rule Kent directly , and a rebellion followed .;;
1262467806;6/15/2017 18:14:48;0.754;IRL;10;3;;;;en;18;MOP4;;4, 4, 4, 4, 3, 3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 1;By the early 770s , it appears that Offa was attempting to rule Kent directly , and a rebellion followed .;;
1262467806;6/15/2017 18:16:31;0.7673;USA;;4;;;;en;18;MOP4;;4, 4, 4, 4, 3, 3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 1;By the early 770s , it appears that Offa was attempting to rule Kent directly , and a rebellion followed .;;
1262467806;6/15/2017 18:19:54;0.7719;GBR;5;2;;;;en;18;MOP4;;4, 4, 4, 4, 3, 3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 1;By the early 770s , it appears that Offa was attempting to rule Kent directly , and a rebellion followed .;;
1262467806;6/15/2017 18:27:54;0.7762;GBR;;4;;;;en;18;MOP4;;4, 4, 4, 4, 3, 3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 1;By the early 770s , it appears that Offa was attempting to rule Kent directly , and a rebellion followed .;;
1262467806;6/15/2017 18:58:31;0.7952;USA;10;3;;;;en;18;MOP4;;4, 4, 4, 4, 3, 3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 1;By the early 770s , it appears that Offa was attempting to rule Kent directly , and a rebellion followed .;;
1262467810;6/15/2017 12:17:45;0.9174;AUS;;4;;;;en;16;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4;Characters , weapons and vehicles of all the factions have been released as toys or promotional materials .;;
1262467810;6/15/2017 12:49:54;0.5262;USA;;4;;;;en;16;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4;Characters , weapons and vehicles of all the factions have been released as toys or promotional materials .;;
1262467810;6/15/2017 12:56:18;0.5856;USA;;4;;;;en;16;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4;Characters , weapons and vehicles of all the factions have been released as toys or promotional materials .;;
1262467810;6/15/2017 14:09:46;0.5673;USA;;4;;;;en;16;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4;Characters , weapons and vehicles of all the factions have been released as toys or promotional materials .;;
1262467810;6/15/2017 14:16:01;0.5811;USA;;4;;;;en;16;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4;Characters , weapons and vehicles of all the factions have been released as toys or promotional materials .;;
1262467810;6/15/2017 14:31:33;0.7895;USA;;4;;;;en;16;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4;Characters , weapons and vehicles of all the factions have been released as toys or promotional materials .;;
1262467810;6/15/2017 15:04:27;0.7974;CAN;;4;;;;en;16;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4;Characters , weapons and vehicles of all the factions have been released as toys or promotional materials .;;
1262467810;6/15/2017 15:31:00;0.8207;USA;10;3;;;;en;16;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4;Characters , weapons and vehicles of all the factions have been released as toys or promotional materials .;;
1262467810;6/15/2017 16:42:16;0.5635;USA;6;3;;;;en;16;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4;Characters , weapons and vehicles of all the factions have been released as toys or promotional materials .;;
1262467810;6/15/2017 16:42:18;0.6098;USA;6;3;;;;en;16;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4;Characters , weapons and vehicles of all the factions have been released as toys or promotional materials .;;
1262467810;6/15/2017 18:30:06;0.754;IRL;;4;;;;en;16;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4;Characters , weapons and vehicles of all the factions have been released as toys or promotional materials .;;
1262467810;6/15/2017 18:41:36;0.6757;USA;;4;;;;en;16;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4;Characters , weapons and vehicles of all the factions have been released as toys or promotional materials .;;
1262467810;6/15/2017 18:52:17;0.7952;USA;10;3;;;;en;16;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4;Characters , weapons and vehicles of all the factions have been released as toys or promotional materials .;;
1262467810;6/15/2017 19:23:17;0.7075;USA;10;3;;;;en;16;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4;Characters , weapons and vehicles of all the factions have been released as toys or promotional materials .;;
1262467810;6/15/2017 19:58:05;0.8038;USA;5;1;;;;en;16;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4;Characters , weapons and vehicles of all the factions have been released as toys or promotional materials .;;
1262467810;6/15/2017 20:15:38;0.7306;USA;;4;;;;en;16;MOP4;;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4;Characters , weapons and vehicles of all the factions have been released as toys or promotional materials .;;
